date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月14日,"
      东圃 金融城物业 盈彩美居 南向精装大两房 安静望花园近地铁  ",295,2室2厅1卫,78平方米,2003年,南,普通住宅,高层(共11层),精装修
发布时间：2018年12月13日,"
      龙口西小学大三房 南向而且看花园 停车费才50一个月 哪里找  ",500,3室2厅1卫,95平方米,1999年,南,普通住宅,中层(共10层),精装修
发布时间：2018年12月16日,"
      雅居乐雅逸庭 大三房 小区位置 安静舒适 近地铁  ",450,3室2厅2卫,118平方米,2004年,南,普通住宅,低层(共11层),精装修
发布时间：2018年11月30日,"
      新塘凯达尔 全新加推 特价单位南向三房 登记免三年管理费  ",180,3室1厅2卫,85平方米,2018年,南,普通住宅,高层(共32层),精装修
发布时间：2018年12月03日,"
      特价 107方仅售 业主降价25万急售 华景小学学位  ",375,3室2厅2卫,90平方米,1999年,南,普通住宅,高层(共9层),精装修
发布时间：2018年11月25日,"
      凤凰城凤仪苑 半山洋房 实用两房 适合住家的环境  ",165,2室2厅1卫,78平方米,2010年,南,普通住宅,低层(共6层),精装修
发布时间：2018年12月13日,"
      （投咨专家力.荐）滨海御城旁地铁口物业，丰庭83方160万  ",160,3室2厅1卫,83.3平方米,2005年,南,普通住宅,中层(共11层),精装修
发布时间：2018年12月12日,"
      买一成送一成 6米真复式 使用率高 离地铁口近 来电有折  ",200,3室2厅2卫,96平方米,2016年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月05日,"
      车陂金融城 阳光假日园 电梯南向精装修三房 急售望花园  ",420,3室1厅1卫,82平方米,2008年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月12日,"
      金泽豪庭 三室南向 地铁口一手现房 主卧朝南 望小区中心花园  ",205,3室2厅1卫,90.2平方米,2018年,南北,普通住宅,中层(共32层),精装修
发布时间：2018年12月07日,"
      万科新里程少有东南向中高楼层三房安静户型，景观好近地铁  ",289,3室2厅1卫,87平方米,2009年,东南,普通住宅,中层(共25层),精装修
发布时间：2018年11月26日,"
      市桥江南新村 地铁物业 35万首付 月供没问题可做10万首付  ",165,3室2厅1卫,82平方米,1998年,南,普通住宅,低层(共8层),简单装修
发布时间：2018年12月14日,"
      新世界花园 业主急需资金降价20万出售 近地铁 带学位不限购  ",135,3室2厅2卫,84.5平方米,2012年,南北,普通住宅,中层(共25层),精装修
发布时间：2018年12月09日,"
      沙河顶 40号大院 低楼层精装修3房两厅 先烈东学位 租金高  ",180,3室1厅1卫,62平方米,1999年,南,普通住宅,低层(共8层),豪华装修
发布时间：2018年12月18日,"
      海宇大厦住宅东梯 平时空置的 业主好说话 实际成交价低几万  ",82,3室2厅1卫,86平方米,2000年,南北,普通住宅,高层(共7层),精装修
发布时间：2018年12月02日,"
      金泽豪庭 精装未入住* 百分九十实用率 急售  ",190,3室2厅1卫,88平方米,2016年,南,普通住宅,高层(共32层),精装修
发布时间：2018年12月07日,"
      新兴白云花园 精装靓向三房 户型方正实用 真盘实价 准电梯  ",218,3室2厅1卫,85平方米,1998年,南,普通住宅,高层(共9层),精装修
发布时间：2018年12月12日,"
      广州奥林匹克花园 低楼层 精装三房 20万装修 诚心抛售  ",350,3室2厅2卫,96.7平方米,2004年,南,普通住宅,中层(共6层),精装修
发布时间：2018年12月09日,"
      校内暨南花园 电梯三房 南北对流 安静不吵 108方545万  ",545,3室2厅2卫,108平方米,1997年,南北,普通住宅,低层(共10层),简单装修
发布时间：2018年11月05日,"
      保利汇海花园 证过两年 南向三房望花园 业主诚售  ",295,3室2厅1卫,88.3平方米,2013年,东南,普通住宅,低层(共26层),精装修
发布时间：2018年12月03日,"
      金地.香山湖 生态园林 独享湖山一线景 致电尊享优惠  ",280,3室2厅2卫,166.9平方米,2016年,南,别墅,共5层,精装修
发布时间：2018年12月06日,"
      中山四路 农讲所 20方的大主人套间 南北双阳台  ",375,3室2厅2卫,89.6平方米,1988年,南北,普通住宅,高层(共6层),精装修
发布时间：2018年12月02日,"
      新上房源！富雅名居带入户花园，近地铁，可做低首付！  ",188,3室2厅2卫,110.6平方米,2006年,东,普通住宅,中层(共7层),精装修
发布时间：2018年12月14日,"
      新世界南向超大3房 全新豪华装修 保养好 户型方正实用  ",210,3室2厅1卫,104.7平方米,2008年,南,普通住宅,中层(共7层),精装修
发布时间：2018年12月19日,"
      黄村地铁口 广氮花园 刚需小面积 精装三房  ",155,3室2厅1卫,88平方米,2012年,东南,普通住宅,低层(共11层),精装修
发布时间：2018年12月16日,"
      双地铁 东南向带平台的精装修三房 户型方正 安静不吵 有钥匙  ",418,3室2厅1卫,75平方米,1999年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月01日,"
      笋盘突售 地铁口物业 不限贷 可公积金 南北通透 来电看房  ",133.5,3室2厅1卫,85平方米,2011年,南北,普通住宅,中层(共11层),精装修
发布时间：2018年12月03日,"
      天河北超值笋盘，40平花园，已改4房大户型实用性达150  ",400,3室1厅1卫,77平方米,1996年,南北,普通住宅,低层(共8层),精装修
发布时间：2018年12月13日,"
      二小对面 2000年的房子 电梯房 能看房 附带真实图片  ",125,3室2厅1卫,93平方米,2000年,南北,普通住宅,高层(共9层),精装修
发布时间：2018年12月19日,"
      靓 地铁口600米金泽豪庭 南向3房精装 高楼层采光好通风好  ",200,3室2厅1卫,89平方米,2010年,南,普通住宅,高层(共26层),精装修
发布时间：2018年12月12日,"
      （不限购）顶好花园华宅 全新精装修 配套齐全 来电即享98折  ",99,3室2厅2卫,86平方米,2015年,南,普通住宅,中层(共17层),精装修
发布时间：2018年12月07日,"
      锦绣天伦花园13号线地铁口 可入读官湖学位房  带全新家私  ",190,3室2厅1卫,90平方米,2014年,南,普通住宅,高层(共32层),豪华装修
发布时间：2018年12月10日,"
      5w买华阳 疯了 真的缺钱 不要房只要钱 只怕你不来看房  ",500,3室1厅2卫,87平方米,1999年,北,普通住宅,高层(共9层),精装修
发布时间：2018年12月19日,"
      万科园 飞翔公园站 万达附近 月反租金4000 送家私家电  ",123,3室2厅1卫,85平方米,2005年,东南,普通住宅,中层(共6层),精装修
发布时间：2018年12月02日,"
      地铁口精装3房 急售199万 侨诚花园 实用率达九成  ",199,3室2厅1卫,54平方米,2000年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月07日,"
      东兴楼 业主是个老人家 想换个环境好一点的地方养老 随时看房  ",146,3室2厅1卫,90平方米,2010年,南北,普通住宅,高层(共10层),精装修
发布时间：2018年11月21日,"
      洛湖居 精装南向三房  南北对流 楼.王单位 近地铁  ",270,3室2厅1卫,86平方米,2000年,东南,普通住宅,高层(共7层),精装修
发布时间：2018年12月07日,"
      新塘 金泽豪庭 90方正规三房 全新装修 舒适温馨地铁300  ",200,3室2厅1卫,90.2平方米,2016年,南,普通住宅,中层(共28层),精装修
发布时间：2018年12月09日,"
      洛溪新城洛涛南区 90方三房南向望园景 出行便利 配套完善  ",265,3室2厅2卫,90平方米,2002年,南,普通住宅,中层(共6层),精装修
发布时间：2018年10月31日,"
      桂花岗 广州大学北校区 电梯 大三房双阳台 小区管理  ",350,3室2厅1卫,94平方米,1999年,南北,普通住宅,高层(共9层),简单装修
发布时间：2018年12月09日,"
      实拍图 广园西路莲塘前街小区 南北对流三房 业主急售  ",165,3室1厅1卫,82平方米,1999年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月16日,"
      田心社区 市桥地铁口 南向三房 省级南阳里学位 框架结构  ",158,3室1厅1卫,80平方米,2000年,南,普通住宅,中层(共7层),精装修
发布时间：2018年12月11日,"
      天河公园里的房子 华翠街 精装电梯两房 户型方正 學位房  ",280,2室2厅1卫,70平方米,1999年,东南,普通住宅,中层(共9层),精装修
发布时间：2018年12月01日,"
      东晓南地鉄口 侨诚花园 低层精装大3房 全明户型仅238万  ",238,3室2厅1卫,74平方米,1998年,西南,普通住宅,低层(共9层),精装修
发布时间：2018年12月13日,"
      东圃 美林湖畔花园 带精装修南向三房两卫 金融城物业 近地铁  ",410,3室2厅2卫,93平方米,2006年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月02日,"
      东环路小区 安静不吵 全明三房 楼龄新净 业主 随时看房  ",540,3室1厅1卫,112平方米,1990年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月11日,"
      同和地铁口 云东小区 采光通风非常好 真盘实价 全景看房  ",308,3室2厅1卫,80平方米,1998年,西北,普通住宅,高层(共9层),精装修
发布时间：2018年12月01日,"
      业主急售 5号线东圃站 月可租3000红本在手 来电随时看房  ",69,3室2厅1卫,90平方米,2011年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月06日,"
      富雅都市华庭 全新3期 首付21万  精装现楼 新塘地铁口  ",176,3室2厅2卫,96平方米,2016年,南,普通住宅,中层(共15层),精装修
发布时间：2018年12月11日,"
      东圃 天雅居 双省级学位3房 业主刚装修 低于市场价急卖  ",290,3室2厅2卫,96平方米,1999年,东南,普通住宅,高层(共22层),精装修
发布时间：2018年12月19日,"
      新都雅苑，红本住宅，低首付，可公积金，带省级学位 钥匙在手  ",131,3室2厅2卫,98平方米,2013年,南北,普通住宅,低层(共10层),豪华装修
发布时间：2018年12月06日,"
      无敌江景 超靓景观  全新未住 直望广州  ",280,3室2厅1卫,90.9平方米,2015年,东,普通住宅,高层(共26层),精装修
发布时间：2018年12月07日,"
      沙村地铁口 广园东万象苑 精装东南向三房  ",208,3室2厅2卫,95.9平方米,2013年,东南,普通住宅,中层(共18层),精装修
发布时间：2018年12月16日,"
      保利香雪山 加一复式户型 满五唯一 使用率超高 带学位近地铁  ",295,2室2厅1卫,71.5平方米,2009年,南,普通住宅,高层(共10层),精装修
发布时间：2018年12月09日,"
      凤馨苑 南向高楼层 带入户花园 视野开阔 业主换房急卖  ",220,3室2厅1卫,101.9平方米,2010年,南,普通住宅,高层(共11层),精装修
发布时间：2018年11月25日,"
      送100方私家花园 东南向阳光非常好  ",315,2室2厅1卫,80.7平方米,2015年,东南,普通住宅,低层(共11层),豪华装修
发布时间：2018年12月03日,"
      新收 怡港花园 精装大三房 中楼层 配套齐全  ",298,3室2厅2卫,98平方米,2012年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月11日,"
      （滨海御城）三房两厅，地铁口，万达旁，随时看房，高层，金隆学  ",295,3室2厅1卫,94.9平方米,2015年,北,普通住宅,中层(共32层),精装修
发布时间：2018年12月07日,"
      （科韵路城管宿舍）楼龄新，总价低，低首付，配套全，地铁旁物业  ",150,3室2厅1卫,83平方米,2002年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月02日,"
      广州雅居乐花园 温馨南向三房 人车分流 地铁7号线 产权清晰  ",365,3室2厅2卫,95平方米,2000年,西南,普通住宅,低层(共11层),精装修
发布时间：2018年12月11日,"
      不限购（雅陶居）产权清晰，地段好，总价低，三房带装修，近地铁  ",120,3室2厅1卫,96平方米,2005年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月12日,"
      锦绣华庭（首付可分期）市桥地铁口 精装修 产权清晰 省级学位  ",195,3室2厅2卫,95.9平方米,2005年,南,普通住宅,高层(共9层),精装修
发布时间：2018年12月09日,"
      地铁口 首付70万 买三房  满2年 税费少  ",280,3室2厅1卫,84平方米,2015年,东,普通住宅,中层(共27层),豪华装修
发布时间：2018年11月22日,"
      广州增城新塘 地铁楼盘精装拎包即住！首付可分期  ",92,3室1厅2卫,90平方米,2013年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月14日,"
      新世界稀 缺南向大2房，望花园，业主诚心出售，千 万不要错过  ",145,2室2厅1卫,79.6平方米,2008年,南,普通住宅,高层(共7层),精装修
发布时间：2018年11月19日,"
      中森名苑 新塘13号地铁官湖站 小区自带省级学校 原生态公园  ",140,3室2厅2卫,86平方米,2017年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月19日,"
      （不限购）新塘 13号线地铁 精装南向中楼层 可公积金供  ",130.5,3室2厅2卫,80平方米,2015年,南北,普通住宅,中层(共25层),精装修
发布时间：2018年12月08日,"
      豪进山湖 好楼层好位置 安静舒适 视野好 望游泳池 看房有K  ",240,3室2厅1卫,94.8平方米,2013年,南,普通住宅,高层(共33层),精装修
